claim_id,work_id,metric_family,metric_name,value,unit,denominator,comparison_baseline,physical_platform,evidence_locator,source_grade,reporting_status,interpretation_limit
QE-EFF-0414,nair2018rig,time,time_to_declared_target,NR,NR,NR,NR,Sawyer robot,PDF pp.8–9 Sec. 5.3,A,not_reported,"A duration, checkpoint, or program span may be reported elsewhere, but it is not directly linked to a declared target and identifiable stopping boundary. NR is not zero."
QE-EFF-0415,gupta2021resetfreemtl,time,time_to_declared_target,NR,NR,NR,NR,16-DoF D'Hand on 6-DoF Sawyer arm,"PDF p.1 abstract; pp.5–8 Secs. V-B and VI-C, Fig. 12",A,not_reported,"A duration, checkpoint, or program span may be reported elsewhere, but it is not directly linked to a declared target and identifiable stopping boundary. NR is not zero."
QE-EFF-0416,yang2020dataefficientlegged,time,time_to_declared_target,4.5 min physical interaction,source-specific elapsed/interation/aggregate robot time,source-declared stable physical locomotion controller,see time_ontology.csv,Ghost Robotics Minitaur,PDF p.2 contribution summary; p.8 conclusion,A,source_reported_approximate,"Target-linked under the declared-target rule, not proof of a preregistered threshold. Scope: interaction time only; about 10 min including setup is a separate boundary."
QE-EFF-0417,nagabandi2019metarl,time,time_to_declared_target,NR,NR,NR,NR,six-legged millirobot,PDF p.9 Sec. 5.4,A,not_reported,"A duration, checkpoint, or program span may be reported elsewhere, but it is not directly linked to a declared target and identifiable stopping boundary. NR is not zero."
QE-EFF-0418,cully2015adaptanimals,time,time_to_declared_target,<2 min adaptation,source-specific elapsed/interation/aggregate robot time,post-damage performance recovery within bounded controller tests,see time_ontology.csv,six-legged robot and robot arm,PDF p.1 abstract; Methods pp.18 and 20,A,source_reported_approximate,"Target-linked under the declared-target rule, not proof of a preregistered threshold. Scope: adaptation, not from-scratch learning; simulated repertoire cost excluded."
QE-EFF-0419,chatzilygeroudis2017blackdrops,time,time_to_declared_target,NR,NR,NR,NR,low-cost Dynamixel manipulator,Correct PDF p.7 real-robot experiment; p.8 computational-cost discussion,A,not_reported,"A duration, checkpoint, or program span may be reported elsewhere, but it is not directly linked to a declared target and identifiable stopping boundary. NR is not zero."
QE-EFF-0420,johannink2019residual,time,time_to_declared_target,NR,NR,NR,NR,Sawyer robot,PDF pp.5–6 Sec. IV and physical result figures,A,not_reported,"A duration, checkpoint, or program span may be reported elsewhere, but it is not directly linked to a declared target and identifiable stopping boundary. NR is not zero."
QE-EFF-0421,zhou2023realorl,time,time_to_declared_target,NR,NR,NR,NR,real robot manipulation platform,PDF pp.1–2 abstract/introduction; p.5 dataset table; p.10 appendix summary; p.16 compute appendix,A,not_reported,"A duration, checkpoint, or program span may be reported elsewhere, but it is not directly linked to a declared target and identifiable stopping boundary. NR is not zero."
QE-EFF-0422,wurss2023locality,time,time_to_declared_target,approximately 20 min elapsed; approximately 17 min interaction,source-specific elapsed/interation/aggregate robot time,stable walking and task reward across reported terrains,see time_ontology.csv,Unitree Go1,PDF p.1 abstract; p.2 Table I; p.3 system; pp.5–6 Secs. IV–V,A,source_reported_approximate,"Target-linked under the declared-target rule, not proof of a preregistered threshold. Scope: elapsed and interaction clocks overlap and must not be summed."
QE-EFF-0423,lancaster2024modemv2,time,time_to_declared_target,approximately 70 min,source-specific elapsed/interation/aggregate robot time,about 40% success on in-hand reorientation,see time_ontology.csv,Franka robot,PDF pp.5–6 Sec. IV and time figure; pp.9–10 appendix,A,source_reported_approximate,"Target-linked under the declared-target rule, not proof of a preregistered threshold. Scope: in-hand reorientation only; other task durations are run/collection spans."
QE-EFF-0424,sharma2023medalpp,time,time_to_declared_target,NR,NR,NR,NR,Franka robot,PDF p.7 Figs. 5–6 and Table 6,A,not_reported,"A duration, checkpoint, or program span may be reported elsewhere, but it is not directly linked to a declared target and identifiable stopping boundary. NR is not zero."
